Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2016,doc_AY2016_216_para_1038_7369.txt,0,125,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_216_para_1038_7370.txt,0,176,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_217_para_1039_7371.txt,4,230,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2016,doc_AY2016_217_para_1039_7373.txt,2,182,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_217_para_1039_7374.txt,2,124,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_217_para_1039_7377.txt,4,129,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2016,doc_AY2016_217_para_1039_7378.txt,4,143,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2016,doc_AY2016_217_para_1039_7380.txt,4,155,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2016,doc_AY2016_218_para_1040_7382.txt,9,117,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2016,doc_AY2016_218_para_1040_7384.txt,5,147,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_218_para_1040_7386.txt,16,95,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2016,doc_AY2016_218_para_1040_7387.txt,9,111,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2016,doc_AY2016_219_para_1041_7392.txt,1,116,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_228_para_1050_7466.txt,2,225,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_232_para_1054_7499.txt,6,96,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_235_para_1057_7513.txt,10,185,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_235_para_1057_7514.txt,10,221,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_235_para_1057_7516.txt,9,193,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2016,doc_AY2016_235_para_1057_7517.txt,10,193,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_235_para_1057_7518.txt,10,155,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_236_para_1058_7519.txt,14,159,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_236_para_1058_7520.txt,6,114,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_236_para_1058_7521.txt,6,168,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_236_para_1058_7522.txt,14,261,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_236_para_1058_7523.txt,20,125,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2016,doc_AY2016_236_para_1058_7524.txt,6,99,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_236_para_1058_7525.txt,6,142,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_236_para_1058_7526.txt,12,148,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_246_para_1068_7584.txt,14,114,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_246_para_1068_7585.txt,6,78,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_246_para_1068_7586.txt,19,241,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_246_para_1068_7587.txt,13,92,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_246_para_1068_7588.txt,9,168,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2016,doc_AY2016_246_para_1068_7589.txt,6,170,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_246_para_1068_7590.txt,13,154,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_246_para_1068_7591.txt,13,80,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_246_para_1068_7592.txt,13,195,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_246_para_1068_7593.txt,13,195,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_247_para_1069_7596.txt,19,115,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_247_para_1069_7598.txt,20,148,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2016,doc_AY2016_253_para_1075_7638.txt,14,105,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_253_para_1075_7639.txt,10,110,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_253_para_1075_7641.txt,9,200,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2016,doc_AY2016_253_para_1075_7642.txt,3,94,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2016,doc_AY2016_253_para_1075_7643.txt,16,134,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2016,doc_AY2016_260_para_1082_7679.txt,3,102,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2016,doc_AY2016_260_para_1082_7680.txt,2,120,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_265_para_1087_7710.txt,11,90,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2016,doc_AY2016_265_para_1087_7711.txt,13,97,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_265_para_1087_7712.txt,13,114,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_265_para_1087_7716.txt,0,84,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_268_para_1090_7732.txt,10,169,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_268_para_1090_7734.txt,17,140,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2016,doc_AY2016_268_para_1090_7737.txt,13,74,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2016,doc_AY2016_274_para_1096_7773.txt,17,149,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2016,doc_AY2016_274_para_1096_7774.txt,17,186,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2016,doc_AY2016_274_para_1096_7776.txt,17,132,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2016,doc_AY2016_277_para_1099_7790.txt,2,152,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_277_para_1099_7794.txt,5,184,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7795.txt,5,91,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7796.txt,5,149,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7797.txt,5,83,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7798.txt,5,112,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7799.txt,5,160,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7800.txt,5,81,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7801.txt,5,94,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7802.txt,5,56,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_278_para_1100_7803.txt,2,101,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_278_para_1100_7804.txt,5,117,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2016,doc_AY2016_279_para_1101_7810.txt,1,118,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_279_para_1101_7812.txt,1,114,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_283_para_1105_7835.txt,19,83,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_283_para_1105_7836.txt,0,161,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_283_para_1105_7837.txt,19,166,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_283_para_1105_7839.txt,1,144,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_283_para_1105_7840.txt,10,262,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_283_para_1105_7841.txt,2,148,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_283_para_1105_7842.txt,1,128,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_283_para_1105_7844.txt,1,170,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_285_para_1107_7860.txt,0,38,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_288_para_1110_7875.txt,6,163,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_289_para_1111_7880.txt,1,87,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7881.txt,2,130,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_289_para_1111_7882.txt,1,117,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7883.txt,1,199,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7884.txt,1,93,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7885.txt,1,117,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7886.txt,1,127,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7887.txt,1,75,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_289_para_1111_7888.txt,1,65,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2016,doc_AY2016_298_para_1120_7946.txt,0,110,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_298_para_1120_7948.txt,0,229,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_299_para_1121_7950.txt,12,163,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_299_para_1121_7951.txt,6,93,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2016,doc_AY2016_299_para_1121_7952.txt,12,135,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_299_para_1121_7953.txt,12,95,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_299_para_1121_7954.txt,12,149,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_299_para_1121_7955.txt,12,118,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_302_para_1124_7969.txt,14,142,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_302_para_1124_7971.txt,3,181,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2016,doc_AY2016_302_para_1124_7972.txt,16,135,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2016,doc_AY2016_302_para_1124_7973.txt,12,100,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2016,doc_AY2016_302_para_1124_7975.txt,3,143,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2016,doc_AY2016_302_para_1124_7976.txt,14,175,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2016,doc_AY2016_302_para_1124_7977.txt,18,151,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2016,doc_AY2016_315_para_1137_8066.txt,10,136,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2016,doc_AY2016_315_para_1137_8067.txt,19,219,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_315_para_1137_8069.txt,20,117,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2016,doc_AY2016_315_para_1137_8070.txt,19,145,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2016,doc_AY2016_324_para_1146_8130.txt,0,171,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_328_para_1150_8160.txt,8,133,"Strategic Command, Technology, and Multi-Domain Warfare",Additive Manufacturing Technologies,G2
2016,doc_AY2016_330_para_1152_8170.txt,2,153,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_330_para_1152_8172.txt,2,172,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_330_para_1152_8173.txt,0,113,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_330_para_1152_8174.txt,2,122,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2016,doc_AY2016_330_para_1152_8175.txt,0,139,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2016,doc_AY2016_331_para_1153_8178.txt,2,146,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
